,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_scored
1427,Dog,2,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,20,1,Yes,Yes
1428,Dog,12,Mixed Breed,Male,Brown,Golden,Large,Short,Yes,No,Healthy,0,2,No,No
1429,Cat,2,Domestic Short Hair,Female,Golden,Cream,Small,Short,No,No,Healthy,0,3,Yes,Yes
1430,Cat,2,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,5,Yes,Yes
1431,Cat,1,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,1,Yes,Yes
1432,Dog,1,Mixed Breed,Male,Black,White,Medium,Medium,Not Sure,No,Healthy,0,1,Yes,Yes
1433,Cat,6,Domestic Long Hair,Female,Golden,No Color,Large,Long,Yes,No,Healthy,100,3,Yes,Yes
1434,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
1435,Dog,96,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,1,Yes,No
1436,Cat,3,Domestic Short Hair,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
1437,Dog,1,Mixed Breed,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,6,Yes,Yes
1438,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,8,Yes,Yes
1439,Cat,5,Domestic Short Hair,Male,Black,No Color,Small,Medium,Yes,No,Healthy,0,3,No,Yes
1440,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
1441,Dog,2,Mixed Breed,Female,Cream,White,Small,Short,Yes,No,Healthy,50,3,Yes,Yes
1442,Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Medium,Not Sure,No,Healthy,0,5,Yes,Yes
1443,Dog,3,Dalmatian,Male,Black,Golden,Large,Short,No,No,Healthy,0,19,Yes,Yes
1444,Cat,11,Tabby,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,50,3,No,Yes
1445,Cat,2,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,4,Yes,Yes
1446,Dog,3,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,3,Yes,Yes
1447,Cat,3,Domestic Medium Hair,Male,Black,White,Large,Medium,No,No,Healthy,0,6,Yes,Yes
1448,Cat,12,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,4,No,Yes
1449,Cat,5,Domestic Short Hair,Female,Brown,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,5,No,Yes
1450,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,50,14,Yes,Yes
1451,Dog,2,German Shepherd Dog,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,4,Yes,Yes
1452,Dog,48,Beagle,Male,Black,Brown,Small,Medium,Yes,Not Sure,Healthy,0,4,Yes,Yes
1453,Dog,24,Labrador Retriever,Female,Black,No Color,Large,Short,Not Sure,Yes,Healthy,0,2,Yes,Yes
1454,Dog,3,Field Spaniel,Male,White,No Color,Medium,Short,No,Not Sure,Healthy,0,9,No,No
1455,Dog,2,Mixed Breed,Male,Cream,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
1456,Dog,8,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,2,Yes,No
1457,Cat,5,Tabby,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
1458,Dog,6,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,2,Yes,No
1459,Cat,39,Persian,Female,Gray,White,Large,Long,Not Sure,Not Sure,Healthy,0,2,No,Yes
1460,Cat,4,Domestic Short Hair,Female,Golden,Gray,Medium,Short,No,Yes,Healthy,9,7,Yes,Yes
1461,Cat,1,Abyssinian,Female,Black,White,Small,Short,Yes,No,Healthy,0,2,Yes,Yes
1462,Cat,4,Domestic Medium Hair,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,12,Yes,Yes
1463,Dog,2,Golden Retriever,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes,Yes
1464,Dog,7,Mixed Breed,Male,Black,Brown,Large,Long,Yes,No,Healthy,0,2,Yes,No
1465,Cat,18,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,2,No,No
1466,Cat,12,Domestic Short Hair,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,350,3,No,No
1467,Dog,6,Terrier,Male,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,0,7,Yes,Yes
1468,Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,0,4,Yes,Yes
1469,Dog,15,Mixed Breed,Male,Brown,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
1470,Cat,1,Domestic Short Hair,Male,Golden,Gray,Medium,Short,No,No,Healthy,0,14,Yes,Yes
1471,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,4,No,Yes
1472,Cat,13,Domestic Medium Hair,Male,Golden,Yellow,Large,Medium,No,No,Healthy,0,3,No,Yes
1473,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
1474,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,20,1,Yes,Yes
1475,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,3,No,Yes
1476,Cat,5,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,4,Yes,Yes
1477,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
1478,Cat,3,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
1479,Cat,2,Domestic Short Hair,Male,Golden,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
1480,Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,6,Yes,Yes
1481,Cat,5,Persian,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,5,Yes,Yes
1482,Dog,3,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,150,3,Yes,Yes
1483,Cat,2,Singapura,Male,Golden,No Color,Medium,Short,No,No,Healthy,100,3,Yes,Yes
1484,Cat,12,American Curl,Male,Black,Gray,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No,Yes
1485,Dog,8,Mixed Breed,Female,Black,No Color,Medium,Long,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
1486,Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,2,Yes,Yes
1487,Cat,12,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
1488,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,10,Yes,Yes
1489,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,No,Yes
1490,Dog,12,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,No
1491,Dog,1,Mixed Breed,Female,Black,Brown,Small,Short,Not Sure,No,Healthy,0,3,No,Yes
1492,Dog,1,Mixed Breed,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
1493,Cat,1,Domestic Long Hair,Male,Black,White,Small,Long,No,No,Healthy,0,7,Yes,Yes
1494,Cat,36,Persian,Female,Black,Brown,Medium,Long,No,Yes,Healthy,200,2,Yes,Yes
1495,Dog,1,Mixed Breed,Male,Black,Golden,Medium,Short,No,Not Sure,Healthy,0,1,No,No
1496,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,No,Yes
1497,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
1498,Cat,3,Domestic Short Hair,Male,Black,Gray,Small,Medium,Yes,No,Healthy,0,1,No,Yes
1499,Cat,10,Calico,Female,Brown,Yellow,Medium,Short,No,No,Healthy,0,2,No,Yes
1500,Cat,10,Domestic Medium Hair,Male,Yellow,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,8,Yes,Yes
1501,Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,Yes,No,Healthy,0,5,Yes,Yes
1502,Cat,2,Russian Blue,Female,Gray,White,Medium,Short,No,No,Healthy,50,8,Yes,Yes
1503,Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,2,Yes,Yes
1504,Dog,5,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,No,No
1505,Cat,4,Domestic Short Hair,Male,White,No Color,Medium,Short,No,Yes,Healthy,0,2,Yes,Yes
1506,Dog,12,Spitz,Male,Brown,Cream,Small,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
1507,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
1508,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes,Yes
1509,Cat,9,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,4,No,Yes
1510,Dog,4,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,5,No,Yes
1511,Dog,48,Jack Russell Terrier,Male,Brown,White,Small,Short,No,No,Healthy,0,3,Yes,Yes
1512,Dog,8,Mixed Breed,Male,Brown,Golden,Medium,Medium,Yes,Not Sure,Healthy,0,5,No,No
1513,Dog,1,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
1514,Cat,2,Domestic Medium Hair,Female,White,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
1515,Dog,2,Mixed Breed,Female,Brown,White,Large,Medium,Yes,No,Healthy,0,6,Yes,Yes
1516,Dog,2,Yellow Labrador Retriever,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,5,Yes,Yes
1517,Dog,6,Mixed Breed,Female,White,No Color,Medium,Short,Yes,No,Healthy,0,4,No,Yes
1518,Cat,12,Persian,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,4,Yes,Yes
1519,Cat,4,Tortoiseshell,Female,Brown,Golden,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
1520,Cat,4,Domestic Short Hair,Female,Gray,White,Small,Short,Yes,No,Healthy,0,6,Yes,Yes
1521,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
1522,Dog,12,Mixed Breed,Male,Brown,White,Small,Short,Not Sure,Not Sure,Healthy,0,1,No,No
1523,Cat,2,Bengal,Male,Black,White,Large,Short,No,No,Healthy,90,5,Yes,Yes
1524,Cat,5,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,Yes,No,Healthy,100,1,No,No
1525,Dog,6,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,No,No
1526,Dog,2,Mixed Breed,Female,Yellow,No Color,Medium,Medium,No,No,Healthy,0,13,Yes,Yes
1527,Dog,36,Mixed Breed,Female,Brown,Cream,Large,Medium,No,Yes,Healthy,0,1,Yes,No
1528,Cat,5,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,100,30,Yes,Yes
1529,Cat,6,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,90,5,No,Yes
1530,Dog,3,Terrier,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,300,9,Yes,No
1531,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
1532,Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,3,No,No
1533,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,100,4,Yes,Yes
1534,Cat,2,Persian,Female,Yellow,White,Medium,Long,No,No,Healthy,600,7,Yes,Yes
1535,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,5,Yes,Yes
1536,Dog,3,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
1537,Cat,2,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,5,Yes,Yes
1538,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,9,Yes,Yes
1539,Cat,60,Persian,Male,Golden,Cream,Medium,Long,Yes,Yes,Serious Injury,0,14,Yes,Yes
1540,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
1541,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Long,No,No,Healthy,0,3,Yes,Yes
1542,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,10,Yes,Yes
1543,Cat,24,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,Yes,Yes,Healthy,0,5,Yes,No
1544,Dog,5,Labrador Retriever,Male,Yellow,No Color,Medium,Medium,Yes,Yes,Minor Injury,0,4,No,Yes
1545,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Medium,No,No,Healthy,50,5,Yes,Yes
1546,Cat,6,Domestic Short Hair,Female,Gray,No Color,Medium,Medium,No,Yes,Minor Injury,0,4,No,Yes
1547,Cat,10,Tabby,Male,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,6,No,Yes
1548,Dog,36,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,Not Sure,Healthy,0,2,No,No
1549,Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,22,Yes,Yes
1550,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
1551,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,38,2,No,Yes
1552,Dog,36,Mixed Breed,Male,Cream,White,Large,Medium,Yes,Not Sure,Healthy,0,1,No,No
1553,Dog,2,Terrier,Male,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
1554,Dog,1,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,2,Yes,Yes
1555,Cat,24,Siamese,Female,Brown,White,Medium,Short,No,No,Healthy,0,13,Yes,Yes
1556,Dog,60,Beagle,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
1557,Cat,8,Domestic Short Hair,Male,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,3,No,No
1558,Cat,2,Domestic Short Hair,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
1559,Cat,12,Domestic Long Hair,Female,White,No Color,Medium,Long,Yes,No,Healthy,200,6,No,Yes
1560,Dog,48,Golden Retriever,Female,Golden,No Color,Large,Long,Yes,Yes,Healthy,0,3,Yes,Yes
1561,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
1562,Dog,2,Mixed Breed,Female,Brown,No Color,Small,Medium,Yes,No,Healthy,0,1,No,Yes
1563,Cat,12,Domestic Medium Hair,Male,Golden,No Color,Medium,Medium,No,Yes,Minor Injury,0,3,No,Yes
1564,Cat,3,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,8,Yes,Yes
1565,Dog,5,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
1566,Dog,8,Rottweiler,Female,Black,No Color,Large,Long,Yes,No,Healthy,1000,1,Yes,Yes
1567,Cat,12,Domestic Short Hair,Female,Brown,Cream,Small,Short,Yes,Yes,Healthy,0,1,Yes,Yes
1568,Dog,2,Terrier,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,250,4,Yes,Yes
1569,Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,100,4,Yes,Yes
1570,Dog,9,Husky,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,200,14,Yes,Yes
1571,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
1572,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes,Yes
1573,Dog,6,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,No,No
1574,Cat,2,Siamese,Male,Brown,Cream,Small,Short,No,No,Healthy,0,1,Yes,Yes
1575,Dog,36,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,No
1576,Dog,24,Golden Retriever,Male,Golden,No Color,Large,Medium,Not Sure,Yes,Healthy,0,2,Yes,Yes
1577,Dog,1,Mixed Breed,Male,White,No Color,Medium,Short,No,Not Sure,Healthy,0,5,Yes,Yes
1578,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,10,Yes,Yes
1579,Cat,24,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,100,2,No,No
1580,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,7,Yes,Yes
1581,Cat,2,Domestic Short Hair,Male,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
1582,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,5,1,Yes,Yes
1583,Cat,3,Domestic Long Hair,Female,Black,No Color,Medium,Long,No,No,Healthy,0,2,Yes,Yes
1584,Dog,4,Labrador Retriever,Male,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,25,Yes,Yes
1585,Cat,2,Tabby,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
1586,Cat,5,Domestic Short Hair,Female,Golden,No Color,Medium,Short,No,No,Healthy,60,2,Yes,Yes
1587,Dog,12,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,0,0,No,No
1588,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
1589,Dog,24,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,100,2,Yes,No
1590,Dog,12,Mixed Breed,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
1591,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
1592,Dog,12,Shih Tzu,Male,Brown,Cream,Small,Medium,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
1593,Cat,4,Domestic Short Hair,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,1,Yes,Yes
1594,Dog,72,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,No,Healthy,0,2,Yes,Yes
1595,Cat,36,Domestic Short Hair,Male,Brown,White,Large,Short,Yes,Yes,Healthy,0,5,Yes,No
1596,Dog,6,Mixed Breed,Male,Black,Cream,Small,Short,Yes,No,Healthy,0,2,No,No
1597,Dog,18,Poodle,Female,Brown,No Color,Small,Medium,No,Yes,Healthy,0,5,Yes,Yes
1598,Cat,4,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
1599,Cat,12,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,100,3,No,No
1600,Cat,2,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,No,Yes,Healthy,0,11,No,Yes
1601,Cat,96,Domestic Short Hair,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
1602,Dog,36,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,No,No
1603,Dog,1,Mixed Breed,Male,Cream,No Color,Medium,Medium,Not Sure,No,Healthy,0,2,Yes,Yes
1604,Cat,4,Domestic Short Hair,Male,Yellow,White,Small,Short,No,Yes,Healthy,0,5,Yes,Yes
1605,Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,1,No,Yes
1606,Dog,72,Shih Tzu,Female,Golden,White,Small,Long,Yes,Yes,Healthy,0,1,Yes,Yes
1607,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
1608,Dog,16,Shih Tzu,Male,Black,Brown,Small,Long,Yes,Yes,Healthy,180,4,Yes,Yes
1609,Cat,6,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,10,Yes,Yes
1610,Cat,12,Tortoiseshell,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
1611,Cat,2,Tuxedo,Female,Black,White,Small,Short,No,No,Healthy,0,1,Yes,Yes
1612,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
1613,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
1614,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,4,Yes,Yes
1615,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
1616,Dog,1,Miniature Pinscher,Female,Cream,White,Small,Short,No,No,Healthy,20,1,Yes,Yes
1617,Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,20,3,No,Yes
1618,Dog,36,Poodle,Female,Cream,No Color,Small,Short,Yes,Yes,Healthy,0,1,No,Yes
1619,Dog,72,Labrador Retriever,Male,Cream,No Color,Large,Medium,Yes,No,Healthy,0,6,Yes,Yes
1620,Cat,9,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,0,3,No,Yes
1621,Dog,1,Mixed Breed,Male,Black,No Color,Small,Short,No,No,Healthy,0,5,Yes,Yes
1622,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes,Yes
1623,Cat,3,Siamese,Male,Black,White,Small,Short,No,No,Healthy,0,2,Yes,Yes
1624,Cat,5,Russian Blue,Male,Gray,No Color,Medium,Short,Yes,Yes,Healthy,150,3,No,Yes
1625,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
1626,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,12,Yes,Yes
1627,Cat,5,Maine Coon,Male,Black,White,Large,Medium,No,No,Healthy,50,5,Yes,Yes
1628,Dog,6,Mixed Breed,Female,Brown,No Color,Large,Short,Yes,No,Healthy,0,5,No,Yes
1629,Dog,4,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
1630,Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Minor Injury,0,3,Yes,Yes
1631,Cat,0,Domestic Medium Hair,Female,Golden,No Color,Small,Medium,No,No,Healthy,0,3,Yes,Yes
1632,Dog,10,Rottweiler,Male,Black,No Color,Large,Short,Yes,No,Healthy,500,1,Yes,Yes
1633,Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,Yes,No
1634,Dog,48,German Shepherd Dog,Male,Black,Golden,Large,Medium,Yes,No,Healthy,350,2,No,Yes
1635,Cat,24,Tabby,Female,Brown,No Color,Medium,Short,Not Sure,Yes,Healthy,0,1,No,No
1636,Dog,36,Australian Terrier,Male,Black,Golden,Small,Medium,Not Sure,No,Healthy,0,2,Yes,Yes
1637,Dog,52,Bull Terrier,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,4,Yes,Yes
1638,Dog,36,Terrier,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,5,No,Yes
1639,Cat,6,Domestic Short Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,2,No,No
1640,Dog,3,Mixed Breed,Male,Black,White,Small,Short,Yes,No,Healthy,0,1,Yes,Yes
1641,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,50,2,Yes,Yes
1642,Cat,23,Domestic Medium Hair,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
1643,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
1644,Cat,36,Persian,Female,Brown,Yellow,Medium,Long,Yes,Yes,Healthy,350,1,No,No
1645,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes,Yes
1646,Cat,1,Domestic Short Hair,Male,Yellow,Cream,Small,Short,No,No,Healthy,0,2,Yes,Yes
1647,Dog,54,Shih Tzu,Female,White,No Color,Small,Long,Yes,Not Sure,Healthy,180,3,Yes,Yes
1648,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,50,2,No,No
1649,Dog,1,Mixed Breed,Male,Black,Gray,Medium,Short,No,No,Healthy,0,8,Yes,Yes
1650,Cat,4,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
1651,Cat,1,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
1652,Cat,2,Domestic Short Hair,Female,Brown,Yellow,Medium,Medium,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
1653,Dog,48,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,No
1654,Cat,8,Domestic Medium Hair,Female,Black,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,5,No,Yes
1655,Dog,2,Mixed Breed,Male,Cream,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
1656,Cat,12,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,4,No,Yes
1657,Dog,4,Mixed Breed,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,200,1,Yes,No
1658,Cat,3,Burmese,Male,Black,White,Medium,Medium,Yes,No,Healthy,15,3,Yes,Yes
1659,Dog,1,Terrier,Female,Black,Golden,Medium,Short,No,No,Healthy,50,5,Yes,Yes
1660,Dog,12,Mixed Breed,Male,Black,White,Medium,Medium,Yes,Yes,Minor Injury,0,5,Yes,Yes
1661,Cat,14,Domestic Short Hair,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,No,Yes
1662,Cat,2,Oriental Short Hair,Female,Gray,White,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
1663,Cat,2,Domestic Medium Hair,Male,Cream,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
1664,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
1665,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,7,Yes,Yes
1666,Cat,9,Domestic Medium Hair,Female,Cream,White,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
1667,Dog,6,Pit Bull Terrier,Female,Black,White,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
1668,Dog,12,Mixed Breed,Male,Black,White,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,3,No,No
1669,Dog,8,Doberman Pinscher,Male,Brown,No Color,Large,Short,Not Sure,No,Healthy,0,6,No,Yes
1670,Dog,3,Mixed Breed,Male,Cream,White,Medium,Short,No,No,Healthy,80,6,No,Yes
1671,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,No,Yes
